user_id,work_id,rating_value,rated_at
861,4686123888539122424,4,2025-08-24 11:12:15
401,4660989238096969708,1,2025-10-11 05:57:37
1354,17698176494324159748,4,2025-05-25 21:58:35
42,16962504738983318158,0,2023-01-21 02:50:43
1386,14147690835985586378,3,2025-04-10 22:09:00
524,132929390782635276,4,2023-06-23 05:25:47
998,11023604715745770141,7,2023-09-05 18:13:25
1008,5831829593599385683,10,2025-01-29 07:37:07
1425,14630115994436963879,10,2023-03-28 10:56:52
556,1523149541200305792,5,2025-04-14 10:57:36
1102,4566289571224509974,0,2025-04-11 09:56:23
786,7039058827020389089,0,2023-11-16 03:44:17
1093,910712361472619407,3,2025-05-31 17:25:37
663,14018804021225882749,5,2024-11-23 16:57:46
27,591922304074761563,5,2024-04-23 14:51:37
593,11812180871559821448,9,2024-10-18 03:51:51
245,11265023330240142057,4,2023-08-19 04:58:01
383,14782004448393411,8,2024-04-09 10:45:57
905,8734462354318277318,8,2023-06-17 04:15:24
372,10473742630577882634,2,2024-05-25 05:06:05
585,11029513498682401495,3,2024-09-25 09:57:36
1019,12527421365271382841,10,2025-08-06 23:42:39
15,3285560137155725944,10,2024-03-23 08:13:16
1419,4255717045370243772,8,2025-10-21 03:42:18
1216,10196212345817759218,5,2024-10-03 18:23:27
279,588359325946170970,8,2024-03-14 16:31:16
1427,12200578065851039864,7,2023-10-12 11:20:42
18,13090852792312797183,5,2024-09-20 04:50:50
149,294279333770655381,3,2023-08-06 23:53:31
1500,3462100454312937076,2,2024-03-26 02:09:15
609,1491772460259581197,7,2023-06-10 00:31:47
590,16027657465999632420,1,2024-10-31 10:08:42
629,12088480063831738250,7,2025-04-23 17:15:45
694,6325117802366851306,1,2025-09-08 16:27:42
96,14014917108644795670,7,2025-08-07 16:58:15
352,1425332844706947820,2,2025-06-17 04:38:21
836,9693427409586013752,6,2024-04-11 23:55:12
503,13702035464368879564,7,2023-05-07 21:06:11
1046,8361980676324064945,8,2024-06-21 06:52:01
1470,17434147708568423968,8,2023-02-18 18:03:42
8,5853856032650356869,8,2024-01-08 20:23:05
812,17222042369932655480,9,2024-04-30 07:07:35
549,1106749008394109631,5,2024-05-14 07:31:28
1002,13988738127647450600,3,2023-09-07 11:45:52
769,12436275617700067686,1,2025-10-26 06:08:42
1038,17332878377352150782,3,2024-11-22 19:11:54
490,7735758458558789735,8,2025-04-06 23:33:51
890,2302746056788391884,4,2023-03-09 07:50:03
1239,7852185279865656050,9,2024-02-15 18:39:32
1400,3584008364770279120,2,2023-03-25 13:55:01
1265,15517625849983628023,8,2023-02-19 08:44:53
1348,13698255319976048610,3,2023-03-06 00:13:22
1409,9659585887405412360,9,2025-01-03 07:43:06
177,10196212345817759218,8,2025-07-15 01:17:13
137,17999012360196390111,4,2023-03-23 13:10:07
970,15053852450994070892,4,2024-03-06 23:07:54
1197,13845926301200238018,4,2023-02-11 17:24:04
1364,13196258353729058825,0,2024-07-25 21:45:38
226,6653223018271673067,6,2023-06-18 21:11:55
876,7479249992995633509,6,2023-12-12 00:49:38
999,192579897731115624,0,2023-08-19 19:13:23
793,6860904060149988494,7,2023-11-09 07:59:56
751,17247940727046676308,5,2023-03-03 10:48:35
1303,9753874506687677502,0,2024-10-30 07:57:55
283,17746137171668939709,7,2024-10-08 17:51:07
226,13785383472281541135,2,2025-10-09 11:00:43
109,6424348267131754739,9,2024-03-24 07:57:21
285,17526675587169052633,7,2024-12-03 04:53:10
1187,18241375136495118468,2,2023-07-11 18:06:41
1340,18363954392062504421,10,2023-05-01 02:17:17
429,15097153798968695672,8,2024-02-12 19:56:25
628,16940845241476836483,6,2024-01-02 01:41:43
695,11001905508962004372,5,2023-06-18 20:45:32
774,2137265710626455045,10,2023-07-05 19:07:07
952,17214957136217963117,8,2023-08-25 15:16:03
1480,9026694119358227909,0,2025-05-07 15:17:54
992,2893122265345750699,7,2025-02-10 17:02:58
1472,228946013668197846,6,2023-08-04 01:48:44
905,16936821227878256647,10,2024-04-04 07:08:34
1192,15270788225600583452,5,2025-09-02 08:57:58
1209,7595438855632147650,2,2023-07-05 00:51:06
167,14862921654410841488,8,2024-06-26 08:36:33
172,7515801353983070887,1,2024-12-12 11:42:33
1005,7128806366906116434,0,2023-10-24 07:26:02
1093,15627166643341491622,1,2025-04-09 09:50:14
171,18055246829748757278,5,2023-10-26 07:42:40
345,16799412102693017859,9,2025-04-01 17:53:22
592,9904467796164611430,1,2024-01-23 11:42:41
1240,7735758458558789735,3,2024-10-04 13:09:20
628,3748579588593835978,1,2023-03-18 21:32:27
726,7407777702858750586,2,2023-06-23 06:44:04
399,1179341259797053220,7,2023-09-27 16:52:13
929,14225597619646194747,8,2023-09-20 12:30:23
1373,3716269597724907458,3,2023-06-09 14:34:41
451,4881130269768064399,2,2024-05-04 20:08:24
919,11216221753086750973,6,2023-11-05 06:26:57
731,13733221359524004300,4,2025-07-25 15:20:27
786,11476337433898279159,6,2023-08-30 08:43:40
1105,18034365603521955852,3,2024-05-06 01:46:01
1462,4740139765616129299,1,2024-04-19 20:10:13
1272,8560253389500270023,9,2023-08-19 21:38:40
1475,1269652350671953612,4,2024-01-25 07:48:07
1308,5413266826271195007,8,2023-04-25 23:17:42
962,1467404112286972955,7,2024-07-21 06:39:37
1353,5189623751736973445,7,2023-07-06 05:44:11
428,14858020091107268122,0,2025-04-11 23:06:44
779,13999777755590870173,10,2024-11-21 08:37:00
877,11975703307674574876,0,2024-10-15 17:49:27
1122,9764836203703756134,7,2024-01-11 02:57:59
70,9049308863232237826,2,2024-03-10 01:00:06
1493,4992038613225975756,9,2025-07-28 23:23:37
724,18399322813216515415,1,2025-06-20 10:41:34
807,6582815261547318281,4,2025-05-22 01:21:45
279,17060328267135113962,8,2024-07-29 12:18:13
1374,4052790714545922208,2,2024-06-07 10:47:20
759,11674286519580764872,9,2025-08-16 17:31:08
536,8026562520787685587,1,2025-01-29 15:09:16
519,16995703645787942843,1,2024-03-18 02:03:39
670,7230159045759612572,3,2023-06-15 03:14:05
158,3624050327240168214,0,2024-11-14 11:18:40
194,9155114906516677218,3,2023-09-29 02:35:15
979,10565820328151658347,0,2024-12-26 10:50:00
813,9460121778529594378,5,2025-07-01 04:42:33
156,18007415446426648112,3,2023-06-16 19:27:21
1286,8759256005860606590,3,2023-07-01 19:11:29
278,17481299640056879498,2,2025-01-24 23:22:50
76,8504035477551241983,5,2024-03-25 08:47:18
1011,15975855557535988727,10,2025-04-26 06:10:18
975,18395482154005460374,9,2024-11-04 17:09:31
1246,17806044191063076837,5,2025-06-10 13:26:47
312,7962416612430569492,10,2025-09-09 12:51:30
536,17495501367911554186,4,2025-06-20 15:51:57
1490,14441328563637127133,0,2024-10-02 12:13:53
1456,14078787372022961456,4,2025-02-02 18:48:25
434,11683474028271594034,3,2024-04-23 09:14:47
841,1453586338515156784,2,2024-03-01 05:12:12
738,8031656893060150088,2,2024-04-01 14:39:45
1132,3816618861386586093,10,2023-02-11 17:10:00
5,16571272775086907851,4,2025-03-16 21:19:44
1054,2237929982204861773,8,2023-07-26 06:45:30
1249,446974196973999123,3,2024-08-08 06:30:30
568,5144595188210228703,5,2023-10-14 22:45:49
794,12660317350948174090,5,2025-04-25 08:16:33
1048,11825415272244814081,2,2023-06-22 02:10:49
485,1866281799837833088,3,2025-08-17 00:57:20
418,3182111558157934731,0,2024-04-07 00:15:08
295,10181322294461829158,1,2025-02-13 13:46:11
458,2484166574491169301,9,2023-11-09 16:49:58
1149,10484370387130949880,6,2024-03-15 15:57:16
1363,15190006380151307350,3,2023-02-11 01:27:07
1109,6858031975800215495,4,2024-08-22 07:28:10
709,16160221076785126862,5,2024-10-01 01:56:11
736,6631331698457185312,10,2024-12-27 17:20:23
1428,10260145124628745424,3,2023-03-31 23:05:26
345,16390435136295643637,8,2024-12-12 04:03:55
183,17083739953416064842,4,2025-07-03 01:07:04
113,14298214243230447708,8,2023-01-31 03:10:30
1297,6874769919169161888,10,2023-09-01 10:16:21
1429,18427975228290108905,6,2025-09-11 07:11:34
170,9163618516745957057,7,2023-06-17 11:47:05
800,910712361472619407,1,2024-10-30 20:34:27
1018,17213543268600425430,8,2024-02-06 00:10:39
344,18200710606866650824,5,2023-10-05 01:34:53
154,11177467211732872566,2,2024-02-29 15:42:20
428,9626667576080937012,7,2024-02-27 09:18:36
286,175745931918979883,6,2024-04-12 08:21:44
1367,11641165553220894159,0,2023-03-27 09:22:19
13,9919098633446691976,9,2024-03-13 17:04:08
186,7169050160199959625,5,2024-02-24 05:54:55
125,11142748182022617886,9,2024-10-02 17:46:11
204,8100104486021077495,7,2023-04-24 13:35:39
102,7298456572089785548,7,2025-05-27 15:04:58
978,3689792742252269201,9,2025-10-02 09:31:16
801,911973341928059579,10,2024-02-08 13:33:02
89,13299888254893572439,5,2025-04-24 09:44:20
316,11990237396627267001,3,2024-09-27 09:23:42
733,1479143135109803135,6,2025-05-31 00:55:28
717,15603825455975017317,5,2023-12-04 21:46:41
737,3055668557126834445,9,2025-06-29 05:41:30
455,9173152356150295489,6,2024-08-23 16:58:36
1390,18267696541320916364,0,2025-01-22 04:19:18
476,5380481251456924222,7,2024-03-06 09:43:41
1370,16216346538401237991,2,2024-02-27 15:15:04
78,16724406352763951717,5,2023-03-23 14:30:36
97,13483222441265840552,5,2023-06-17 10:37:32
311,14909615816748115454,4,2024-04-05 11:40:17
1251,2791881445299285087,1,2023-08-17 10:22:34
860,8029522994480735787,3,2023-12-18 03:28:23
1104,10108145998872334475,0,2023-08-27 06:07:29
1409,16502055304866948647,0,2025-03-11 11:43:41
1024,6280165684369806607,1,2023-01-20 05:53:27
85,4822607351932006367,10,2024-08-24 05:16:12
64,220561830594757449,7,2024-12-23 00:25:39
516,17000027656841499169,5,2024-02-15 02:02:25
353,1955939059294392692,10,2023-06-19 04:56:17
278,748583554664655762,5,2024-09-20 02:48:15
1202,13938016825708408289,7,2023-01-21 07:55:55
985,9855330905301013919,5,2024-07-26 07:47:15
1312,14868733503018839949,6,2023-11-04 08:58:11
225,18364333944379757476,4,2025-10-20 13:17:27
840,3909168281766564907,9,2025-07-15 01:39:39
380,16069810187642792025,4,2025-10-13 08:40:39
1425,10631157866802310968,2,2025-07-30 01:24:25
1322,7259641634433172633,0,2025-01-20 07:09:30
474,9155114906516677218,9,2024-11-23 06:56:51
802,9230465904544081196,2,2024-12-26 10:04:30
1148,12363661971526097837,9,2024-04-23 16:08:06
778,16354754654494291324,5,2025-02-10 11:53:09
1223,7076971132937362476,2,2024-08-18 15:20:07
1161,15827717317007796220,9,2024-04-28 00:15:31
502,11403934164772651384,9,2023-04-24 23:49:59
187,9844333998964915033,4,2024-08-19 00:02:38
837,14034295350949928989,7,2024-09-11 15:43:31
418,15343712688774217226,9,2025-06-21 02:08:25
619,604708125511730646,2,2023-01-17 05:12:04
497,2223999795283520395,5,2023-01-30 10:12:39
1056,13062572042961901928,0,2024-11-09 17:10:02
613,4237701303797065499,1,2025-09-26 21:33:30
194,3179063924999319820,2,2025-08-26 15:59:47
839,3899495413142274794,2,2025-09-13 02:07:21
1250,1695822221923902622,9,2024-04-24 07:16:57
745,10546250820546165814,7,2024-04-15 15:58:57
268,14698743292887814101,5,2024-05-04 18:15:15
435,15655149626459528683,10,2023-02-12 11:14:29
1070,12406492112643443845,4,2025-03-31 12:22:54
737,5835998720547878107,10,2025-07-18 21:40:18
1202,16049214913598909918,5,2024-12-06 19:40:54
557,1079535034581952210,10,2024-02-02 07:21:47
256,1560231308519405093,7,2025-09-26 16:44:25
194,12896377109380841076,2,2024-09-30 00:52:13
543,14315586782417419425,7,2025-02-05 17:22:50
408,1147322185148209592,3,2023-12-11 21:55:43
616,4262628494036905990,7,2025-05-15 07:04:12
560,13910294201398539874,0,2024-06-17 11:21:09
104,17615448399911513578,9,2023-05-29 10:29:47
348,13407515483105981051,5,2023-08-04 15:34:33
730,7697447785578644518,10,2025-09-15 22:20:12
976,17787846681142371989,9,2023-10-02 17:32:38
749,16592667205573377984,7,2024-07-02 22:04:25
1191,581678830938340893,3,2024-07-19 14:41:04
964,386257833887963045,4,2025-05-30 00:41:53
1251,15009907528970131055,8,2023-03-11 12:36:00
830,8969033292780118536,0,2024-04-02 18:47:58
23,16357865417262573754,9,2024-06-22 18:28:26
839,3387974114397997926,8,2024-12-29 22:41:52
336,5631841977133848391,0,2023-12-31 22:14:27
268,16807280612165095609,1,2023-09-17 22:25:31
1075,11864356945565889432,1,2024-12-18 17:24:18
587,4076477611688100,0,2025-08-08 05:29:31
612,7441820804613754369,5,2023-09-24 20:30:19
1432,15076594070629621220,0,2023-01-07 16:19:34
575,396521763236393169,2,2023-02-14 04:36:04
295,7852185279865656050,10,2024-05-05 02:00:24
321,13457098403512796585,7,2023-06-30 11:27:32
203,1461403773040362585,9,2023-05-14 23:14:51
57,10730656362444355969,3,2025-03-21 17:22:36
38,1739074146085940093,10,2023-01-02 00:31:39
1149,9481790810207944327,6,2025-07-30 00:35:18
332,11508678762393109823,10,2024-04-01 09:04:19
55,14028126808590914343,2,2023-05-06 12:23:36
123,15841663979283223976,2,2023-01-16 17:48:39
852,1502436057640124013,9,2023-04-29 14:32:44
479,15833545756677377436,1,2023-10-29 20:37:12
1279,6084845949090396557,8,2023-06-17 05:26:47
9,9575783777830679796,9,2025-10-20 21:46:41
618,10990973459423071116,9,2024-04-23 07:03:25
1284,15477145673294655962,10,2024-01-19 03:53:40
131,4529100226762784216,9,2025-04-22 21:57:50
1235,17500521685564166203,2,2024-06-10 20:30:07
1178,713759999187809460,6,2025-01-27 04:29:20
795,10797475270995165844,9,2024-10-29 08:00:22
15,6746143180042951378,9,2023-04-07 07:10:15
484,5298925163109212966,9,2023-07-19 14:19:07
631,9291582587532449158,7,2023-07-04 15:13:35
92,8235757980096629985,2,2023-11-14 10:06:07
1359,3346040178737030915,8,2024-05-01 08:20:10
211,15648341318598593792,2,2024-10-12 19:15:48
310,9803627197029043064,9,2024-08-11 22:44:55
1035,18083012874748530299,5,2023-02-20 12:56:16
964,8339663175852696112,9,2024-10-23 20:55:56
198,14365889833961313851,5,2025-10-10 18:27:33
997,3117547619776748290,9,2024-12-19 20:10:44
400,6078913702232908379,6,2025-07-06 15:09:27
1004,16081775778915871248,9,2024-06-11 12:20:46
1003,14934674706076558090,5,2024-05-24 18:49:15
687,16618946122628660439,1,2023-06-04 23:46:40
844,16014273687953338393,6,2025-01-14 10:19:19
678,16415950609149615094,7,2023-10-09 03:10:07
232,5280753380030084025,2,2025-02-09 11:21:53
80,8555552173532441101,1,2024-02-18 05:52:58
1160,10937120696845827690,9,2023-09-06 04:25:41
355,10097353821418133501,3,2023-02-06 06:37:07
1480,9398495478929574614,3,2024-04-10 06:05:47
1089,7490299902469542991,3,2025-01-03 06:14:19
1301,11336807348645806209,2,2024-11-04 17:49:49
592,9168322522167699503,5,2023-12-22 18:32:55
104,2347099534931328736,2,2024-09-24 10:30:05
501,14701113606754761517,10,2024-06-05 20:02:50
774,3863430273963566174,4,2023-01-03 21:52:32
1446,15155811125416516800,3,2023-01-17 11:56:32
273,122746341008115998,0,2024-05-27 04:41:10
515,15902786190584073685,1,2023-08-12 06:38:37
1460,17147299226996869681,4,2025-06-03 12:08:09
1265,8768233251003356386,10,2023-05-31 04:48:57
1435,18155328335341083360,3,2023-07-12 22:05:36
772,5281458546843177793,7,2023-08-04 16:29:21
714,13036774265414537767,7,2023-10-02 19:14:01
727,1860220190059440865,1,2024-08-23 03:24:26
1205,3101554744770672459,6,2024-12-22 07:19:17
1285,13660751166224261234,1,2024-09-22 20:31:44
973,3899116636520297650,4,2025-02-16 06:18:24
290,5699007193524876498,10,2024-08-11 17:13:21
483,12527221602910079185,8,2024-05-13 21:08:06
513,4087857112443421806,9,2023-04-11 07:07:38
301,2890575257490302991,3,2025-03-13 10:35:37
1033,5156812139050455875,1,2023-01-02 03:45:24
600,17335682886505606357,9,2024-01-09 06:43:08
333,7419479463718394277,3,2025-04-18 03:44:57
896,15700737590200379332,0,2025-08-21 23:01:18
141,15789575628372733706,6,2025-10-17 15:39:37
997,17630541279532843669,9,2024-05-17 03:17:13
436,18392244836302751929,5,2023-03-29 20:54:37
645,10670561671475703632,6,2024-07-15 21:32:59
1240,3976103701738069545,8,2024-02-09 23:16:31
470,12165781597414474317,3,2024-05-29 23:13:40
355,6301580180184938872,1,2025-03-31 10:47:01
155,15744010694743057744,7,2025-02-16 20:14:29
1211,12363661971526097837,5,2023-01-09 18:24:45
403,2121131208801534365,9,2024-10-03 07:46:57
63,2147447189702177208,4,2025-07-03 15:40:13
460,495174715141156994,9,2023-12-14 15:00:10
305,13750573412781510806,6,2024-07-16 02:12:49
1387,16980877408944384085,8,2025-04-15 21:57:02
167,5524380830103625771,1,2024-01-05 10:55:22
1145,9556326662039385960,4,2025-09-27 23:32:31
1143,16313070242807666919,10,2023-07-11 20:24:20
241,9578573197193019183,10,2023-05-16 15:22:22
1461,1793008985593795870,1,2023-12-19 10:42:42
531,12879358255091460144,8,2024-08-12 00:30:10
1458,6706002016627949891,3,2023-08-10 01:00:32
1177,1112504100611255429,10,2025-07-02 21:04:25
798,17564994854674512105,7,2024-11-18 18:52:23
347,18079374551103010363,3,2024-08-07 10:23:51
113,7567100067643714960,4,2024-04-28 13:37:12
312,12340977241292502612,7,2024-03-08 15:47:08
444,17878335991750556539,2,2025-05-04 18:10:55
1200,14692326972360646244,1,2023-12-02 11:03:41
955,16269748289026553133,1,2023-10-25 03:26:19
1190,26168285620504982,6,2024-04-04 09:12:30
150,5431290564470670850,1,2025-05-03 05:00:01
1324,3117547619776748290,9,2025-01-10 14:26:49
1264,3975705265549082408,9,2023-08-12 07:19:28
44,6591734985184884017,1,2023-06-03 06:42:08
1003,11011951004186709639,1,2024-05-06 14:00:01
352,17514994451945777877,5,2025-04-03 09:08:59
693,11117390053389515938,10,2025-03-20 04:40:47
896,1697057054573111970,0,2023-04-14 05:44:30
1372,6605490521749530096,7,2024-12-17 23:46:35
696,16526554670413770702,5,2024-09-13 22:07:27
1189,3163258391665452688,10,2024-06-27 13:34:05
434,6743262194059066307,6,2024-04-16 08:33:48
1316,1169481458549950594,0,2023-12-09 04:50:42
1065,4641661535246157668,2,2025-10-27 22:06:29
410,4025144303336657819,8,2025-09-16 14:13:58
1181,7188138635019867314,7,2024-12-31 11:36:07
997,12286974025814118394,7,2025-08-07 00:46:09
271,5016361428934271047,2,2023-01-14 18:17:09
127,2421967340545420165,1,2025-08-03 08:17:25
892,1316771216799917113,3,2025-03-27 10:00:59
208,8828190183523267423,5,2023-03-21 18:51:58
108,8496105838436305352,10,2025-09-11 17:12:00
1338,3010895818484349481,10,2024-07-18 23:14:44
717,9933993373069862694,2,2023-03-12 15:26:16
800,5689677816378918222,4,2024-08-20 16:01:33
1115,17256252851466596840,0,2023-07-17 22:48:05
275,14031834003359207013,9,2024-02-18 15:02:20
783,158190162559276236,1,2024-01-21 00:11:17
580,17777151442550293760,9,2024-10-10 03:22:30
664,17481299640056879498,5,2024-05-29 07:48:39
912,7116071299459944179,2,2023-02-27 03:43:43
1239,16240571551324145935,0,2024-05-09 12:47:54
452,2300577747913352644,6,2023-09-11 08:40:51
337,9266007036662935329,0,2024-01-11 22:54:11
729,13259370082945417990,10,2023-11-11 13:26:32
1017,12584488638711259018,6,2023-06-01 12:12:23
793,12679019696671608122,1,2023-06-09 11:00:55
372,4977597380309363365,8,2023-03-18 16:29:00
1045,1722029871366818483,5,2025-01-15 03:52:40
759,12968675130003777725,8,2023-11-02 00:09:39
1163,13896923994479664935,9,2023-11-28 15:27:07
768,2691454261401488754,9,2024-07-14 10:12:31
985,6615301371721970587,4,2024-11-13 02:54:23
516,2323038675472509909,1,2023-08-02 21:49:58
1033,18060402179177994833,2,2025-05-20 15:26:54
772,8915982602165292936,10,2024-12-15 23:34:12
263,6112671514104551482,1,2025-06-08 19:25:26
1227,7119679866216547008,5,2024-02-25 02:31:33
1034,2287659612052148303,7,2024-09-15 19:26:16
914,5292636511644651726,2,2025-04-26 02:23:05
218,4408175276364032976,5,2025-01-07 18:30:40
1102,17655329637441036899,2,2025-07-10 01:13:37
720,15270788225600583452,6,2025-07-11 06:51:50
620,15958139133692094493,5,2023-07-02 22:14:57
1342,752135674258919034,8,2024-07-06 12:41:01
193,12209065264069434109,2,2024-09-15 16:20:27
1357,9326931239936135524,7,2025-08-14 00:57:55
309,18399322813216515415,5,2023-08-13 01:39:27
177,6036172356713557497,8,2023-11-05 21:12:50
1382,9428367797343085558,1,2025-10-23 16:02:09
503,2927267845095583439,8,2024-10-09 09:50:57
1045,5631828422582489919,6,2023-03-20 14:35:57
1120,17806014853411386129,9,2025-01-01 08:11:12
61,18188923168500017953,8,2024-04-02 01:00:33
1072,8988038809010590826,6,2023-12-02 12:15:13
819,15547052384930690136,8,2023-03-28 12:49:34
1321,12810224187221598290,9,2025-05-26 02:51:29
1233,533307122988140211,6,2024-10-27 08:11:52
42,14887571407698470162,1,2023-01-30 13:44:06
1444,5781987713412921993,5,2023-08-23 15:49:52
870,15694126680229649658,1,2023-08-05 23:16:30
210,16902946290720329128,0,2023-12-25 07:54:23
888,12128775527105525039,4,2023-10-25 20:29:04
1206,6371107409772691760,8,2024-08-01 04:35:40
623,10709255621953789605,8,2024-02-29 23:13:36
107,7002795285102648242,4,2024-07-06 20:45:57
1038,10178564396245802721,8,2023-01-05 07:24:31
1106,5743967792914128449,7,2023-08-24 04:47:11
866,17793134675934906536,0,2024-01-08 12:22:11
228,1016876853691924160,4,2023-01-04 21:37:11
278,527251090072598860,0,2025-02-04 22:08:09
720,16666413798218546654,7,2023-01-16 13:00:03
1157,2876551195992676190,9,2024-09-09 19:12:05
1275,18403835624244734489,0,2025-03-23 12:42:24
453,1284730252099179563,8,2024-09-19 17:55:22
200,16572359284163517121,2,2023-02-25 09:54:57
410,5722131979731489115,2,2025-08-02 04:57:18
1242,2601334693348282629,3,2023-11-23 14:35:50
486,5109471943561899669,2,2024-02-24 04:03:05
339,6094087221512012624,8,2025-04-09 11:54:35
951,12183906709942970704,1,2024-01-18 15:37:35
367,14548143830805458655,8,2023-06-11 08:07:39
1242,17821102536856177312,6,2023-09-26 19:57:05
1451,11990237396627267001,5,2024-02-14 17:30:46
1078,15278450425046997916,6,2024-12-02 14:58:36
539,16153149279996517947,5,2023-05-14 16:49:36
737,12678927330653130693,8,2024-05-10 03:16:12
622,14666225249245209698,7,2024-12-08 15:55:55
386,16271343250902976101,10,2024-08-13 13:47:32
1483,348389486289905402,7,2024-12-06 11:30:07
750,6325117802366851306,5,2024-07-14 12:05:21
1232,17088278507119889783,7,2025-07-20 09:21:39
253,13431608567455489913,2,2023-12-26 15:54:37
793,8635953011393148902,2,2023-12-12 23:16:25
228,3713544200812803572,5,2023-07-28 15:47:16
742,13386933583109892678,1,2024-11-11 04:13:52
1204,10928493780139209828,9,2023-12-28 19:32:00
1422,7219251840278602476,1,2024-04-21 21:28:03
798,15977603008439485005,10,2024-08-06 09:59:48
796,9626315398630569869,5,2025-09-07 03:33:19
96,864766096388987816,8,2025-10-05 06:41:42
1334,15942059061962741785,9,2024-07-29 19:15:57
92,14351225074837103555,9,2023-01-25 22:06:39
406,8888810151290931678,5,2025-07-01 07:15:10
455,12738946609622768505,1,2024-05-25 08:04:24
461,6290598253054036444,2,2023-12-08 18:10:16
143,11482456897206434066,3,2025-06-09 10:21:25
487,8043937522899614046,7,2024-01-09 07:47:53
546,15648499713755392605,7,2023-06-26 06:55:52
627,10270120051582151890,3,2023-02-14 22:36:48
971,2862574758726449994,2,2025-03-10 22:41:48
372,6326489437851831395,2,2024-10-19 22:57:42
66,7472925610395988113,7,2025-04-01 14:41:20
764,12109385881422808884,10,2025-02-13 08:48:47
33,17419878421799135284,1,2025-03-09 03:39:31
699,4647148357034449993,3,2023-05-03 12:29:31
1226,13789907095249684847,1,2025-07-08 22:56:18
771,6568691093153312171,7,2023-09-30 21:41:16
826,18161381128138330377,7,2024-04-08 18:21:19
776,10661869479076067562,5,2023-03-07 17:11:36
641,758431130410732491,0,2024-02-09 04:51:33
1023,5874037768492272276,8,2024-11-09 08:04:42
961,9356988892283920680,9,2025-09-17 03:15:15
1046,11707373863200967033,9,2025-02-17 17:57:24
1427,1573337851540866972,2,2023-11-21 01:07:34
620,5832474886058394565,7,2024-01-07 07:11:38
1426,9823703996354718466,10,2023-01-20 19:26:38
1304,13535697977723823970,3,2023-06-05 07:03:04
846,6249805715875512276,3,2025-06-01 20:00:03
502,18086105439498142846,9,2023-10-26 03:36:04
851,3472539340079957952,10,2025-06-21 15:20:18
361,6634559859176294371,7,2025-04-09 03:17:09
33,8839524179046721095,10,2023-01-05 18:47:04
1314,11885805615267428147,4,2024-08-31 16:04:17
111,5841718131037204396,3,2025-06-19 06:58:01
264,2172105498698136715,3,2024-03-04 11:49:34
1235,18380139818847466525,1,2025-04-02 16:26:55
1319,3977320165732574640,0,2025-03-01 22:27:40
93,18307895384746035506,5,2023-10-04 19:18:57
460,8896484041551390079,1,2023-06-15 06:04:07
768,12582860325338254704,7,2025-08-13 11:46:26
755,16444030239598794124,9,2023-05-04 22:16:24
766,39805579222901303,3,2025-07-10 04:07:16
511,5274852294564922712,2,2023-11-23 00:13:54
855,3128546662925847789,4,2024-03-18 02:28:57
260,10377422532268686008,4,2025-05-04 06:08:15
407,6014060656588151119,10,2023-09-09 19:50:10
1215,819542561930906259,8,2024-12-06 21:01:43
193,17213543268600425430,4,2024-11-30 17:56:22
884,12844187370059479483,4,2023-04-22 20:59:43
762,4729131009493096257,0,2023-11-29 21:16:07
362,1917250024523250427,5,2025-07-13 15:56:56
606,10818127191073668058,2,2025-04-10 23:07:24
391,138688931145708701,1,2024-08-06 12:34:27
1499,12470693872233082620,10,2023-05-02 09:14:16
597,1917250024523250427,3,2023-07-06 06:35:11
642,13334245515438971812,3,2025-05-20 21:10:39
1218,15360781708539724258,10,2025-03-16 12:13:25
92,1195591041114507262,10,2025-05-29 00:49:30
117,11696265376677214356,8,2023-02-16 10:24:44
190,787198904355938734,0,2024-04-05 04:08:43
888,17730791815006832321,4,2024-12-01 14:24:14
1214,9933413119376201979,7,2024-02-02 16:35:30
1065,920326481915226873,8,2025-06-02 21:39:40
553,11893168520143186727,7,2024-04-24 20:49:03
1118,9945567952805692164,2,2025-09-27 23:51:55
1108,6821629784951436572,0,2025-03-13 05:21:11
182,15078487536338997550,9,2024-12-20 13:30:27
787,7709011142019351992,3,2025-02-13 02:47:20
886,4225220915672170675,8,2024-04-01 05:43:32
249,18355455899724135327,0,2025-09-28 17:13:11
793,15290083074727864385,2,2024-02-11 02:44:06
1052,985297194007203909,7,2025-09-01 18:06:48
366,617298675383348616,7,2023-11-25 07:59:44
931,10129527332161019628,3,2025-10-01 02:07:27
1099,754476843795238795,1,2025-09-25 21:00:59
958,13099279811779174301,1,2023-03-05 21:23:09
997,1502988514706277678,4,2023-03-01 10:50:14
780,4686123888539122424,0,2023-12-23 10:58:46
64,3962466165719601648,0,2023-12-03 02:28:51
1444,11764584803324169032,7,2025-05-27 05:30:39
715,8072306266309295083,9,2023-04-24 17:12:37
876,17939060000177691402,4,2023-01-05 13:20:26
916,7641129725980032968,10,2024-01-08 00:56:09
515,3946035403585668463,6,2025-10-27 23:41:35
406,4377737183802098580,0,2025-07-06 18:05:55
1336,4725415434198745223,8,2025-07-24 15:32:58
1188,11490195418315628762,3,2023-10-30 00:42:02
592,13262432712767277712,8,2024-05-22 15:14:32
1379,10301204780425465165,8,2023-06-15 18:10:40
202,7395590112183868038,1,2023-08-27 11:07:41
848,11670353137460153229,7,2025-10-03 00:57:10
783,7969584474005729216,3,2023-01-24 14:08:08
1341,1182512641592802391,10,2023-02-08 15:52:27
