work_id,title,publish_year
124726084724532448,Oath Taker,2008
1280058803573012888,Falling for Hadie,1958
18377698765274753813,Weapons of Mass Distraction,1980
11176767375537811285,Animal Magnetism,1989
16810705269573338037,All Our Yesterdays,1981
11163652546522683883,The Missing Link,1984
3000307899990657792,"Quinn, Part II",1989
8971446876950373802,Limits of Destiny,2013
813959976949024019,In the Unlikely Event,2017
4050268495369489110,The Help,1991
17733578460629421322,Riptide,1969
14802705335881712258,The Gold Mine,2022
8101323645634165973,Rules of Entanglement,1959
18071359681686593705,Forged,2024
12291496402824500146,A Gentleman's Affair,1991
8094074001546488593,Dom Wars: Round 3 & 4,1993
794563210722306917,A Vampire's Saving Embrace,1968
8413787336876006116,The Bitter Kingdom,2008
17492915248477854428,Sergei,2001
6130989132643879978,Freed,2002
8082515164536238104,Natural Disasters: A Love Story,2000
456564853824845289,Broken Knight,1996
1176983073041237000,Praying for Rain,1963
7472925610395988113,Primal Instinct,2001
15947066254355204371,Finding Parker,1970
3927355590722585500,Borden 2,1956
1805359206898694804,Fallacy,1953
1697818285056088612,My Time in the Affair,2018
3202093354269004403,Things I Can't Forget,1957
11869135851554032732,Underneath It All,2018
18363954392062504421,Magic Steals,1960
17338870576651254857,Captive of the Horde King,1963
1179618611462084009,Twisted Hate,1999
16193584958984440479,Blood Law,1956
15336289658227954416,Dead Ever After,1966
4926906591554532922,Marked,1989
3692970040862412255,White Heat,2003
5804942397422136156,Lauren's Barbarian,2003
13910839663562554971,One to Watch,1983
12536500450001386666,My Soul to Take,1979
3010895818484349481,The Promise,1987
17610558420161292001,Mr. Darcy Takes a Wife: Pride and Prejudice Continues,1964
16967488766208861931,Inside Out,1999
14392264638061158266,I'll Be There,2016
14775879532742991842,Resisting the Hero,1993
15690027560280805138,The Red Bikini,2025
3042613332037462369,His Secretary: Undone,1980
1321200682966597863,Learning to Live,1977
10588031027566456491,The Hundredth Queen,1979
1115129466918251118,Break Free,1979
18032073014425324103,Muffin Top,2018
1467470033857753325,Teardrop Shot,1997
15382375113759769518,The Demon of Darkling Reach,1973
9048495256968020681,Access All Areas,1988
6156779899975466819,The Ivy Lessons,2014
3947381237062748643,One Empire Night,1958
10562130892812883632,The Billionaireâs Wake-up-call Girl,1987
12610051548654711081,Magic Mourns,1997
4300963958757722445,Butterface,1952
13943915988715062199,Credence,1957
2824899373154235776,Perfect You,2000
12033837359519371711,Under Her Skin,1982
12590232728256760766,So Over You,2025
14586427910653542925,Caged Heat,1977
8812917740046685954,Mia's Submission,1997
16181086456940742521,Afterburn,1969
17853051867148335383,Wrapped in Silk,2025
2227293577817097089,"Once Bitten, Twice Burned",1953
16418827456157880605,Prince Caspian,1965
3963084150425536918,Talon,1964
9421370545239580516,"Hold Me Closer, Necromancer",1958
14348166584385132218,Mastiff,1961
1946813588970904749,Etched in Bone,2023
4889868370416016487,The Dark Rising,1982
16240970352733007445,Pretending He's Mine,1974
2412355338192411943,The Submission of a Mafia Princess,2024
6146331960901026160,Palindra,2014
192579897731115624,Soulmates,1959
8942639251692816839,Down and Out,1950
8582449263005803619,The Summer Remains,1959
10508595691242558336,Undertow,1984
12703638601652404868,Bloom,1954
11288833798607421321,PÃ­deme lo que quieras,2022
673667779975889535,Broken Legacy,2001
5683537152463515956,Felony Ever After,2005
10356423526426070749,The Treachery of Beautiful Things,1992
13586791862366032826,The Wrong Billionaire's Bed,2009
14391524655785424106,Two Minutes,1984
13150050531459953195,Friends Without Benefits,1981
6707707917271569769,The Decaying Empire,1955
14318859060718674676,Possession of Souls,1977
1529476643340752995,Summer's Desire,1974
4647679377032650068,Dark Heat: The Dark Kings Stories,2024
12493623158307529388,Kane,1975
4746777334868417390,A Thousand Pieces of You,2022
13756347792518194516,Unforgiven,2019
2300290685839764304,Crow,1977
11704489163689443724,Tattered on My Sleeve,1962
11150609417512073139,Anti-Stepbrother,1952
2590628383558106627,"Damien, Forever: A Friends-to-Lovers Romance",1987
12245253316948428457,"Act Your Age, Eve Brown",2020
10676300156323801005,Soul Screamers Volume One,1983
1334479786439343863,Crash into Me,2017
7179847360069257083,A Stroke of Midnight,1959
3473528998135853452,Three Hours,2014
3779448078171252162,Kindred,1990
169286276386208801,Corrupting Cinderella,1971
4571679826618576524,Broken Trust,1981
5390571226943387501,The Wedding,2014
10253281685338748925,Amuse Bouche,1996
9267160149420778118,Tiger Lily,1950
5598838295964616955,Vignettes of a Master,2019
4537493472983191557,It Felt Like a Kiss,1962
10702668535843832201,Ruin - Part One,2021
17193370963755127965,Vain - Part One,1951
10202530543479573967,Rumors,1965
14045625801118926297,Electrified,2010
1958979337719545091,Throb,2013
18333645503881473639,Beautifully Broken,1995
12576757183868234588,Twisted Palace,1970
7709011142019351992,Let Her Go,1973
16552473973921879600,Ignite,2009
807673082749101155,Prized,1995
8337903448145702464,The Demon's Lexicon,2010
4373273778585706848,The Hunter,1970
13488118934127689334,Wild Cards,1975
11360213060158516483,"Night World, No. 2",2009
2791881445299285087,Taunting Destiny,1981
195199770935969881,Escaping Destiny,2003
9212116280641694084,MÃ­rame y Dispara,2013
1319840145840074699,Secret Fire,1993
16920847802260213670,Sin & Lightning,2013
15007339081667423041,The Lady's Guide to Celestial Mechanics,1998
10928493780139209828,"If I Asked You, Would You Stay?",1992
7462116098735498098,"Night World, No. 3",1965
9606887159843656109,Trust Me,1975
1042306241300372130,Nice & Naughty,1974
10561010115242468859,Fallen,1971
4155555663746611519,"Hello, Goodbye, and Everything in Between",1972
5395542738847325737,Alguien que no soy,1971
5337729974618084090,Holding Up the Universe,2010
5504272718987879874,Ruthless Empire,1981
16411585885861465345,King of the Dark,2020
3155475708722840315,Worthy of Redemption,1976
8936847514481243203,The Kingdom,1968
17153674620299544823,First Days,1954
10505709108967126488,Vicious Prince,2002
9693427409586013752,Sin & Spirit,1975
13953434500572300569,Deviant King,1955
1698075024467455243,Reign of Darkness,1981
1543223913779051666,Endless Summer,1991
2603185385090913316,Cameron's Contract,1953
3231093989595323384,Engaging,1962
14795813360128654545,Mind,1970
10172851170747913385,A Hidden Fire,1997
13012980240775163085,Black Knight,2001
1376455609364808246,Buried Castles,1993
12698222500637912938,Fallen in Love,1955
5984620262390097575,The Space Between,1991
11889762563620163106,Fragile,1983
4970979993889305997,The Madness Underneath,2013
16548565783860506735,Love's Suicide,2001
15151458397309795335,Bianco e Nero parte I: Il potere dei draghi,1981
11963966916696821697,Pocketful of Sand,1976
7521763439939841505,Ghosted,2005
15648499713755392605,Game On,2008
8081979011333404371,Lord of the Fading Lands,1971
16728535388795514078,Tear,2010
5815423582504298888,Fuse,1984
465581451705759135,The Last Echo,1954
6985742240637698996,Creatura,1998
2845768207247510981,Mine to Take,1990
18172570387793281658,The Quo,1979
8505982555323488517,Friday Night Alibi,1978
17290957183714668752,Infinity.,2019
11986045193291574861,Seduced by Moonlight,1965
4930764036861042880,The Redemption of Ajax,2011
1886709328540844790,His Tattooed Virgin,1969
3443418908963080228,Maybe Baby,2006
17250272234776076049,Living Violet,1996
14259636603599929621,Through the Dark,1990
15978257334169839189,Veiled,2022
6073457616430230641,First Comes Love,1999
5042739083694262872,To Kill a Kingdom,2022
13071127235436994239,Only His,1993
2048328306405142925,Rift,2014
9414897915218854696,Storm's Heart,1997
7933854313278283133,Cowboy Casanova,1967
7571498023761026580,Pepped Up,1967
9461136520957193734,Toxic Bad Boy,2012
2917230813038805879,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",1954
10598248328972488276,Midnight Soul,2018
13208908060396633998,The Upside of Falling Down,1959
16571272775086907851,Coffeehouse Angel,1959
4876031999821192970,A Perfect Mistake,2007
1768374741991820556,Beautiful Burn,2005
16138646372772304936,Bitter Blood,1981
8273388849493418125,The Demon King,1951
4984507743336653609,The Catastrophic History of You and Me,1960
2664314027485173548,Call Me Crazy,2016
10134462739762380856,Real Men Will,1975
3422684070916698313,The Sisterhood of the Traveling Pants,1971
12634983674487262793,The Last Hour,1956
9975156473240719115,Forever with Me,1988
6961821831341817528,Blood Magic,1995
9945817133812198841,Strawberries for Dessert,2003
13722320014782413652,Still Me,1951
15050429528520913571,Charity Rising,2013
13565145747802080145,Inkheart,1956
13814306439793682410,For Darkness Shows the Stars,2011
344339918734945172,"Dark Swan Bundle: Storm Born, Thorn Queen, Iron Crowned & Shadow Heir",1996
2010734954288098535,Ruthless Game,1989
17508766468493116759,The Shadow of the Wind,1996
15993570148925712502,Rev It Up,2018
16950300730498919879,Birthday Cake,1972
9232433095416692312,The Paper Magician,1971
1708661734782055137,Slider,1998
11080675849201326809,Lair of the Lion,2025
4924613632699113021,The Land,1974
10686868891424568538,Once in a Full Moon,1976
14177020536454729332,Mister Black,1952
2612189883586943967,The Dating Plan,1950
7645187585938592598,Desire,2004
17456537066778039669,Hate,1967
13233360037511990100,A Little Something Different,1979
15054918649396899188,The Darkest Touch,1965
18140525579243158060,Vampire Academy Box Set,1963
12581077927605285385,Tangle of Need,2023
16893802320390600554,The Billionaire Banker,2002
13366998319710881977,Double Play,1974
15923024024372819162,Dark Prince,1979
7602777884413256085,Touched,2014
10156632272077852064,Ricochet,2010
4765273117980976280,Ain't She Sweet?,1995
18442969754946415994,Separation,1979
10741832720242779929,The Peach Keeper,1960
601992089495553214,Ruined,2012
17457999976995987747,The Strongest Steel,1967
1135469316885824600,The Accidental Werewolf,2012
12649522176383904171,Strictly Temporary - Volume One,2006
8166237231134663108,Lawless,1972
294279333770655381,Beloved Vampire,1961
5231788384846488923,Cherish,1977
7969886309707147557,Meant to Be,1976
7217856619903981872,Airhead,1959
16736085792635133749,The Queen of Zombie Hearts,1951
7676191509936305971,Hidden Riches,1992
12281370376127400879,I'll Meet You There,1953
15164771811646187721,Lords of the Were,1955
12884675836305223454,What Happened to Goodbye,1994
12876158938713791665,Marked by Midnight,1978
17754541753978104863,Crazy Little Thing,1971
1908528511074562377,Lord of Shadows,2008
782975703981354266,Strictly Temporary - Volume Two,1974
8513650869988296579,Bruiser,1955
11631806166681768325,Once and Always,1962
6039832368222373837,Damaged Goods,1972
1992034722454223484,The Talisman Ring,1958
814827465217653115,Bulletproof Weeks,1960
3015548156004427640,The Blue Sword,2001
5380458222426621444,A Hunger So Wild,2005
13559682471925428215,Cross Your Heart,1971
7617331545782605787,Bloodrose,1960
17160105021750845363,A Kiss of Shadows,2012
3559879178961734383,Secret Life of a Vampire,1977
13581121748338361899,Fractured Souls,2023
10655501239628118576,Kane Richards Must Die,2000
16116376652138297499,Getting Rid of Bradley,1979
17908536951073829922,Forget Me Not,1991
7875216368813458202,The Demigod Files,1998
6934064779535041679,Storm and Fury,1985
17165579766762642500,Say Yes,1971
8171366881089436218,Boomerang,2020
7971127734804012176,Dirty Talker,2013
17857360711555669358,The Assassin's Curse,1987
12610455276741719699,Blackest Red,1978
17679538707755949732,Shade,2016
3324028414731135834,The Lion's Lady,1973
13036774265414537767,Dandelion Man the four loves,2005
7602197600563631355,Searching for Neverland,1958
670640250982577729,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",1974
2334301718457295152,The Year I Almost Drowned,1984
11831179210946193950,Blindsided,1970
4796281781630645035,Shoot the Wounded,1954
12283988396761627708,Elfin,2011
4586204066865847392,Oceanswept,1958
15279192580722217620,Providence: On Angels' Wings,1975
18081470546315443934,Steel Lily,2014
7914730091429413540,The Boyfriend Thief,1972
5178378063052191312,[Never] Again,1981
761433231491885175,Removal of the Guard,1988
9926875336747340694,Flame of Surrender,2023
9789715346556885384,Shimmers & Shrouds,1979
16963524954390821957,Star-Crossed,1954
12121199628412443505,Running,1983
7916406078057624518,Playing Grace,1979
8064247415992095614,The Perfect Distraction,1971
14455664210496177425,Worlds Apart: Star Realm,1967
6149079474787195639,The Last Hour of Gann,2001
12816351522431730180,Love vs. Lust,1952
18075904665407916131,Good Side of Sin,1978
14735208645072660994,Must Love Otters,2023
2862883716528724423,Lovechild,2011
9351327158068667577,Simply Rouge,2023
12773065786182561936,Lemon Drops and Love,2009
11022005128485552461,He + She,1989
2588204799097317672,My Everything,1973
5637612528647535793,Guitar Face,1983
6740402312020798951,From Fame to Shame,1969
16929912293294189456,Slim To None,2004
4613942278252279027,Afraid to Fall,1985
11668849814748961635,Beat,1995
7042392036284280340,Bad Man Rising - Several romantic comedies....one with a kink,1985
1730814297232122861,Protecting the Enemy,1988
15645766349891355540,Woerterbuch Maschinenbau (109000 Fachuebersetzungen) deutsch-englisch - dictionary mechanical engineering german-english,1999
15816246255755666911,Forever Love,1987
1693671388223058293,True Nature,1980
1788543962393824139,Starting Fires,2011
5088914516155435239,Reaching Lily,2017
13062572042961901928,Resolution,1952
5907106388810673617,Crazy for the Sweet Confections Baker,2017
5470897262992440528,Secret of the Last Born,2012
3877170574260457895,Critical Hit-On,1977
3971257233203453535,Something Missing,2020
2194504991364018454,Blyss,1968
16983385930723660165,Run to You,2023
3546570451083548790,Sinner's Gin,2010
5386386752560106241,When I Break,2010
9387054493446286221,Insatiable,1957
9819578306308454860,Vigil,2021
8478865779668110144,Waterstone,1987
6829101188453580712,Boost,1969
16075781783665613097,Four Play,1984
699259446391705154,Six Years,1982
6136098605129625539,Control - A Billionaire Romance,1971
4034159205115043378,Magonia,2013
14926680485185498404,Jane Unwrapped,1989
5611767788336577490,Room 702,1971
1549378690945899071,The Dark Lady,1994
15885218284273015004,Complicated,2015
17183672626212899115,Owned by the Bad Boy,2003
2246557139152382592,A Carpet of Purple Flowers,1997
9936778503851257216,Trusting Stone,1974
18410165331512173824,Resplendent Ruin,2009
1408747139900738101,Golden,2011
16848090372145125126,Operations Management,1960
13760795222015526463,Stars,2013
18086105439498142846,44 Chapters About 4 Men,2011
5889480788616037179,Breaking Even,2007
4774438099623307428,Bind Me,1993
13970843717473061812,Ø£Ø¨Ø¬Ø¯ÙØ© Ø§ÙØ­Ø¨,2011
2815230862354407382,Meadow,2013
3727010650078817193,The Education of Miri Acosta,1981
4358270627854690149,The UN Series: Complete Box Set,2009
3290915636000828356,Red Rising,1955
18309550208724063429,Alchemist's Kiss,1957
8053236944875918351,Dice,2001
9184249138410013840,Prevarication: Deceitfully Yours,1961
858588004257866928,Finding Haley,1989
750039292379566535,Bittersweet,1980
15637790632966594456,Race to My Heart,1998
16354019501497823728,Falsified,2003
4032086982381950629,Abduction,2021
2568632995751839962,Yellowstone Heart Song,2003
4991657045981236809,Books of a Feather,2012
10608929623488858768,CorazÃ³n Herido,1959
14234013388450346930,The Lullaby Sky,1967
13194348727516701422,Love Addicts Anonymous: Part One,2007
15841663979283223976,Smut,1996
7159244304420895450,Remhurst Manor,1985
11201081988468566246,Eyesight,2017
7019208484259330014,Trapped in Your Storm,1953
2811913700481931625,Infini,1994
1108695328166091684,Tender No Judgment: #1 In The Desperation To Power Series,2015
10180081086337105213,Dirty Deeds,2020
15250958058294201101,The Vampire King's Mate,1995
2179096605975827101,Lily On The Edge,2020
8141964314551791092,A Kiss To Build A Dream On,2003
5781987713412921993,The Female of the Species,2025
12766804445112861673,Sweets and Sin,1995
5016361428934271047,The Third Kiss,1987
4992038613225975756,EASTERLEIGH HALL,1950
6034955430778293813,Chimera,2019
8278047221383011351,Bonterre's Woman,1950
1527579569313513011,Tokyo Hearts,2010
7724531643895261814,Withholding Nothing,1952
3244971161541169804,Spells and Oregano,1965
149512067488387345,Book of the Anointed,2016
9934118864721456572,The Revelations of August Barton,1993
16271343250902976101,Complete Submission,1973
2630255484476194986,Can't Let Go,2021
8659561631959359892,Les MisÃ©rables,1977
2694614474144968235,The 100,1989
5698135994479170450,Debriefing the Dead,1961
17664153368745864422,TrÃ¤umer Chroniken: Chloe-Lenne,1950
8241645696686016737,Tripping on a Halo,1982
15531203371354301427,The Prince of Manhattan,1998
10818127191073668058,Circlet of Orchids,2016
5476935053047735308,Alex and Eliza,1957
176630310887732802,Lost in Amber,1967
14943209385694917602,The Alpha's Breeder,2008
3354004557705505488,Rock Hard Cowboy,2004
3896757463770293705,Sexperiment,1985
15850752313730067903,Hellbound,2003
10231238769302068081,The Nerd Next Door,1956
5955783315941900051,The Lord Poet,2009
16612407897273834301,Broken Justice,1989
4946703783636575404,Every Shade of Blue,2008
14263369264733440732,Even Wilder,1975
10641595550166727500,In the Arms of the Elite,2009
249499615055848043,All I Ever Want Is You,1952
12718707927050313369,Tomahawk Hill,1998
9356142370870961355,Springtime In Lawrence Park,2011
853863309404080659,Her Viking Heart,2015
13318896649488841366,Ashen Shadows,1972
11234633751355095893,Dead by Text,2014
15456953171039827315,I Was Destined To Love You,1979
935775068063866499,The Twelve Dates of Christmas,1984
10197358866727331804,"Four Months, Three Words",2006
2642927189159178084,No me controles la vida,1959
9384105397070511174,Ready to Soar,1959
8684250868593513419,Unraveling Shaylee,2002
1215073815810857812,I Don't Love You : A Contemporary Romance Novel of Fiery Passion and Deceitful Love Triangles,2002
9212011328251401380,Mr. Black,2010
12244789991052993840,Jelly Jars,2024
2307956221839245899,Write A Prisoner,1952
10540025710151001434,Tears of a Cowgirl,1979
10510601613623266835,"White Rose, Black Forest",1994
2966174793772337284,I Need You To Hate Me,2016
14606731331185162702,Lucifer's Daughter,1987
10355809582800044746,Bound to her Fake Fiance Boss,1960
292088483036497888,The Book Bad Boy,1994
15819729544901436121,Thunder,1976
12183906709942970704,Going Down,1956
6269411700305336084,She is Awesome,1958
15729765396295998280,Submitting To Him,1998
9972589016473841839,Burning Ember,1957
16025405278842601402,The Darkest King,2025
13952645507039048325,Hip Hop Monster,1961
16245571487759930024,Bed of Nails,1996
5162948069832838540,The Prophecy of the Water Sprite,1990
16266507590970915619,Beautifully Redeemed,2012
4314933648540639801,Lady Sunshine,1992
18137059483658610835,Lost with You,1994
1030116522607574417,Counting Down with You,2021
14270190944341488817,Watching Trin,1957
3236928009460746732,The Wild Hunt,2011
13293223022836126934,Model Behavior,1998
5869196539103082614,Trolling Nights,2006
8784865620333431785,How to be Famous,1990
2692344930746625202,The Sylvan and the Sand,1959
6478995714027683774,Ruining Her,1967
396521763236393169,Touchpoints,1986
10548832045689652677,The Mazzard Tree,1963
11986362362042276547,His Haven,1997
12119268121438770662,Discovering The Covering,1983
5248323028014651927,Buried West: A Westbury Brothers Novel,2020
713372091260369807,Justify My Love,1989
2464687234884692049,Sinful Love,1961
8841309574888987977,Just Look Up,2018
9047616231996775855,#Sweets for Love,2004
9289635721082205308,Heart Wreck,1983
16830835307060656042,Let It Fall,1952
6424348267131754739,The Best Man,2021
13715899048917045049,Branches of Betrayal,2017
12078426534521753999,Beard with Me,2001
2393694348632565006,A Vow Of Hate,2002
8221861436663830672,Witchbound,1998
2062179846642292064,Honey & Spice,2024
11758912008493328782,The Sergeant And The Billionaire,2013
7929418207721826299,Earth Girl,2015
10534617891653083235,The Eyes of Black: An Elemental Romance,2019
2323003966041538859,Hola Madrid,2015
15669010139217524037,Breakaway,2020
10674210959444821423,Fourth Wing,1981
6587949872205392576,Eternal,1964
12245569798082328563,Hopeless Savages Volume 2: Ground Zero,2016
9575923210217234848,The Deepest Cut,2022
14386976024838652788,Das Blut des DÃ¤mons,1951
8780497965117870377,Tight Knit,1967
15107629351894152576,Heal the Wounded,1957
16454375312898511854,Unstoppable Love & Happiness,1976
18151380959652664269,"Robby J and Jesse: Letters of Love, Friendship, Hardship, and Triumph",1988
10685943004498830148,Years,1957
13611667403522298015,Liebste Abby,1952
14377868842396651948,Blood Moon,2023
2396329170280720778,Break Me Slowly,1985
13024693292754963093,Black Silk,1956
296998115334727314,Kissin' in a Kilt,1986
4270931053671341197,The Scarlet Kimono,1952
13065877599281965296,The Lake,1962
17667128779958037106,A Little Lost,1983
15736707778212493019,Starlet's Run,1963
7968859314209201291,Friendship Bread,1972
14511482444468023769,Life Eternal,2011
11094967722189233956,Ocean's Gift,2001
11141791339963883655,Broken Wings,1966
9407911406528937200,Broken Gates,1960
30254778732724480,Delicate Devastation,1998
3835761562516824983,Offbeat Love Stories and More,2023
12232022691108124604,The One That Got Away,1987
3283809634585818788,Effortless With You,2013
4613114982509359041,Lennon's Jinx,1953
6981112360127054697,Ransom My Heart,1969
9974021999450361433,Helen's Curse,1987
13992277233078249391,Hear No,1995
15930621718818638801,New Love,1961
5149370861666306197,Cottonwood,2012
15884420574409910584,Til Death,2008
16234967877885638012,Cruisin' For A SEAL,1996
3944706032375140480,Last Chance,1967
16669129210563358786,THE FOUR PAINFUL LIFE STORIES: How We Contracted Hiv/Aids,1955
12267850869655975314,Leverage,1983
4848404434101033986,The Fire of Merlin,2007
10440127544932626982,Chasing Freedom,2012
2925501348480270483,Out of the Box Regifted,1962
410231854541433961,Fractured,1952
1301001293834374965,Learning to Love Again,1988
7615026450860818508,"Will They, Won't They?",1985
9940024976007169623,The Hazards of a One Night Stand,1956
10514520975449881846,The Story of Us,1979
1077467152008324854,Peccato d'Amore,1987
15357689514549636936,Anansi Boys,1956
17999012360196390111,Winter Hopes,1960
14813838004951083231,Regret Me Not,2018
8592592863320358598,What Lies Inside,1955
15077577746999685909,My Two Cents: Cici and Tati: Where The World of Fitness Meets The Multiple Shades of Gray,1953
13887456885633803807,Spencer,2011
9328731228349901903,Attraction,2018
102115131579991935,At Any Price,1985
4416632057382348553,Secret Desires,2019
4052964529245625788,There's No Crying in Rock-n-Roll,1991
1671906709739465856,Razers Edge,1982
15931217996855259388,Raine,2008
15081095574046932383,Flavor of the Month,1983
15015685890463794464,Tormented,1982
8778021978374557911,Hitched,1972
6928279427775339994,Wasted Summer,2011
6228819460539678019,"Sex in the Title: A Comedy about Dating, Sex, and Romance in NYC",1955
12420057347113834148,Give and Receive: Book 4,2003
11250692601927145584,Blyssful Lies,1977
1213645082022821027,The Neighbor's Son,1977
15109732762283317365,My Salvation,1989
10881521362874458253,Claiming Excalibur,1993
14205897103080353794,"Captive, Mine",1968
7139853748770352161,Adventurous Me,1975
1192808118506606067,Shadow of Time,2006
10055945286821266619,When Love Meets Mr. Lust,1974
7526865778067281876,Last Resort,1972
9718865008578485108,November Sky,1982
18270866845063282900,Rundown,1998
12037599993314300299,Secrets,2019
8013010573395805472,Waiting a Lifetime,2013
1147322185148209592,Giving Into the Game,1979
17595518287346072581,Apprentice,1969
13850744858131802388,This Love of Mine,1959
12154360775678029231,Life After Perfect,1971
6476854194337337280,Trust,1979
17203962070619224261,Middle Ground,2012
16765760300421322452,Fifty Kinds of Dead #2,1971
6391365290536636254,Wild Oats,1973
2735493243083557558,Gabe,1979
10186428892151649468,Kasey Screws Up the World,1962
14199026450623431910,Rival Love,1974
12641985609165802057,Just the Way You Are,2024
6889718592672021492,Merger Undone,1978
3666879871182139958,Pulse,1971
1346264043071049466,Star Cursed,2002
11970310611701650955,Boyfriend for Hire,1986
1631314897481081232,13 Little Blue Envelopes,2022
10083564619816236298,Conflict,1976
11699277251339323877,Horns,1955
12407535272143831730,Beyond Hercules,1987
3466448749504159566,Surviving Passion,1971
11681791532096045742,Paradise City,1971
6509018369914421180,Taste of Lacey,1996
13496240680641207628,November Love,1974
13689654167557629106,Playing a Player,2020
1222165454447112804,Coins in the Coffee Cup,2006
7336719228278125040,Magnate,2016
7822283496969877375,The Rosie Effect,2022
13270781304158145599,Tainted Heart,1993
2966586981518026531,Ø±Ø³Ø§ÙØ© ÙØ±Ø¬Ù ÙÙ Ø§ÙØ£Ø±Ø¨Ø¹ÙÙ,2003
6676635401669382027,"ZawÃ³d: WiedÅºma, CzÄÅÄ 1",1952
1321275728168790245,"Ms. Marvel, Vol. 3: Crushed",1964
14410096105763350969,"Pretty Guardian Sailor Moon, Vol. 1",1950
8458312108389947633,Michael Tolliver Lives,2006
2171303081427077787,The Traveling Man,2013
7563759860427143172,The Come Up,1962
3919814350365764227,Brilliant Disguise,1981
15318877431402365353,"Hello, I Love You",1952
4602213884400031584,December Road,1989
16046920991350855318,The Last Kiss Goodbye,1996
14335585429858761741,After Hours,2011
6040068199798467876,Nothing Matters,2011
11882082716294195001,Galway Bay,1953
4424446510179896626,The Third Heiress,1998
1982564139816800644,Outrunning Angel,1978
5694541501290337027,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",1972
12517590773899447849,Sense of Sin,1957
4970050752951306033,She Let Herself Go,1982
8965969380336260233,Like a Boss,1973
5688742491021988010,Read My Lips,1987
4823424290441871994,Ripped From the Pages,1966
10395767550689753133,The Forsaken Ones,2022
7641129725980032968,Turning the Tide,1992
2941066031063063226,To Love and to Cherish,1999
13170902961634263895,My Lady Jane,2005
12819053055249925504,Kaguya Hime: A Tale of the Bamboo Cutter,2018
12883179395513944782,Those Callen Boys,1991
15189499786677887434,Weregirl,2000
6696948321434856145,Doctor Who : The Tenth Doctor Complete Year One,1958
10324848188104374330,History,1993
2022341383766403080,Heart of Thorne,2003
2998490195635122775,The Proverbial Mr. Universe,1970
9957806704617162336,A Million Different Ways,1994
11634487496709373238,Strangely Amazing,1965
3069560471099830414,"Aime-moi, je te fuis",1971
15983062087620948514,53 Letters for My Lover,1962
493316577905642541,Promise Me Always,2018
2020274208713921136,Zombie Road V: Terror on the Two-Lane,1977
13622657814346503709,Aquaponics for Beginners: How to Build your own Aquaponic Garden that will Grow Organic Vegetables,1998
2107645378894498110,The Bear and the Nightingale,1997
1607490939019377697,Fixing Justice,2021
1201895239607548333,The Broken One,2007
14858020091107268122,Origin of the Vampyre,1962
12584865639319126775,The Runaway Bride,1983
8089842896634381547,One of Us Is Lying,1977
14760880758078232683,Batman: Red Hood - The Lost Days,1975
11228583025872627519,Ten Rules for Faking It,2002
8762026562546614428,The Beat Match,1972
15026821525697591879,Guilty as Charged,1986
17311711162765114486,Let Me Guard Your Heart: Book 2,1987
1340710740843585241,Immoral Obsession,2014
14825091352013575102,Nightfall,1985
12347842864614751973,True Love Comes to Delaford: A Sense and Sensibility Whimsy,1968
9813227424940538489,Online...,1992
17858651611036997016,Oculta,1969
5708626666691797212,Carnal Urges,2016
16447686767937264858,Still Sky:,1984
12321666758128600764,Protective Instinct,2022
8852251642570232608,It's a Date,1983
4894044837293168268,Handcuff Secrets,1993
18286067670719841972,Lilac: An Enemies-to-Lovers Romance,1967
11819982514855327214,Poemas Illu'minados,2001
5659194695091025619,Real Players Never Lose,1991
885523726648585290,Excuse Me While I Ugly Cry,1956
14862990881653154124,Normal,1989
1054512761146880368,The Sign for Home,2015
15993620590627811031,Welcome to the Dark Side,2015
8913322046170917834,So Wright,2005
9026694119358227909,Electric Idol,1963
6602696133253293904,Remembrance,2023
877303013984411175,Fools Rush In,2018
14762024340136645998,Fateful,1952
8339663175852696112,Denying Heaven: Prologue,2019
11710143742041154772,Fighting for the Edge,1960
13108555770431189849,Intractable Souls,2005
8423381435554980521,Anonymity,1955
1186207708369819234,Learning to Trust,1955
920326481915226873,Searching for Beautiful,2006
15546818540783593026,Almost Too Far,1986
1590537518202941695,Destroy Me,2017
16199077492906739725,The Mermaid's Knight,1977
3833648271537971122,The Windflower,1986
9481448243089868303,First Love,2014
11002160344298673672,The Night's Night,1986
13683486359186831950,Billionaire Undone ~ Travis,1979
14696305838084872224,Rhyn's Redemption,2012
393834490610503102,Sinful Reunion,2017
7360929687805266208,Knockout,2018
1811463433094853409,For Whom The Spell Tolls,1969
7057707705842228447,Mean Streak,1994
8961934560267802729,Holding You,2019
12534884647071616184,Finding Me,2025
5270467462690248950,Sunrise For Three,1991
7239729015370460743,Disarm,1955
17149446273859172373,Out of Focus,2024
17559732831915310630,The Time Traveler's Boyfriend,2004
10482022114767975452,The Tenderfoot Bride,1977
5794677693326489497,Dark Inside,2017
16951051447242032287,Risky Tide,1974
2389247772077341203,Blood Moon Trilogy,1995
9547542095516391961,Conspiracy of Silence: A Novel,1978
385012844751420433,Kian,2013
2414224636250014911,The Turning Point,2018
2363374271593250986,A Thousand Words for Stranger,1966
2170773274321661285,Gelo dentro,2005
